keywords,year,_description,_title,_artists,_material,_dimensions,_inventory_number,_realyear,id
"Porträtt,holländsk,man",1640,,"Porträtt av en gammal man","Rembrandt Harmensz. van Rijn","Olja på duk","Mått 89 x 74 cm","NM 581",1655,17584
"Porträtt,holländsk,man",1640,,"Porträtt av en gammal dam","Rembrandt Harmensz. van Rijn","Olja på duk","Mått 87 x 73 cm","NM 582",1655,17585
"Stilleben,svensk,man",1860,,Fågelstilleben,"Theodor Lundh","Olja på duk","Mått 82 x 59,5 cm","NM 5829",1864,22879
"Porträtt,holländsk,man",1620,"Målningen av kvinnan i halvfigur är inte ett porträtt i egentlig mening. Den är en så kallad tronie – en målning av en fängslande individ, oftast som här iklädd exotisk dräkt. Den plisserade vita blusen speglar 1500-talets mode; manteln med guldbroderier tycks sprungen ur konstnärens fantasi. Målningarna var populära samlarobjekt som visade konstnärens uppfinningsrikedom och skicklighet.","Ung kvinna i profil, med solfjäder","Rembrandt Harmensz. van Rijn","Olja på duk","Mått 72 x 55 cm","NM 583",1632,17586
"Porträtt,holländsk,man",1640,"Omkring 1650 utförde Rembrandt flera målningar med kvinnor i halvfigur, som påminner om Kökspigan. Den levande framställningen av flickan i fönstret är utförd med breda penseldrag och kraftiga kontraster mellan ljus och skugga. Den varmt röda jackan kontrasterar harmoniskt mot den vita blusen och den mörka bakgrunden. Målningen ägdes av greve Johan Gabriel Stenbock, som reste till bland annat Holland på 1670-talet.","Flicka i ett fönster, ""Kökspigan""","Rembrandt Harmensz. van Rijn","Olja på duk","Mått 78 x 64 cm","NM 584",1651,17587
"Religion/Mytologi,italiensk,man",1760,,"Maria sörjande vid graven","Lorenzo Gramiccia","Olja på kartong","Mått 29 x 20,5 cm","NM 5857",1764,22907
"Porträtt,engelsk,man",1760,"Gainsborough var samtida med Reynolds. Båda specialiserade sig på porträtt av brittisk aristokratin. Anslaget var storslaget till innehåll och format och oftast avbildades modellerna i helfigur. Konstnären var dessutom en mycket driven landskapsmålare och den unga kvinnan ramas in av bakgrundens romantiskt lummiga engelska park. Även Joshua Reynolds porträtterade lady Eardley, som var gift med bankiren Sampson Gideon, adlad baron Eardley.","Maria, Lady Eardley","Thomas Gainsborough","Olja på duk","Mått 215 x 149 cm","NM 5893",1768,22943
"Religion/Mytologi,spansk",1660,,"Det heliga sakramentet",Okänd,"Olja på duk monterad på trä","Mått 111 x 84 cm","NM 5974",1660,23024
",svensk,man",1820,,"Flicka med ljus i handen mellan spelman och gumma","Pehr Berggren","Olja på duk","Mått 33 x 30 cm","NM 5977",1830,23027
"Religion/Mytologi,flamländsk,man",1620,"Scenen föreställer ett dryckeslag, eller backanal, på den grekiska ön Andros, där guden Bacchus hade skapat en aldrig sinande vinflod. Rubens version är en fri kopia efter ett verk av 1500-talsmålaren Tizian (Prado, Madrid). Rubens målning skiljer sig från Tizians genom ett mer temperamentsfullt uttryck och han betraktade den själv som ett original. Målningen är en av ett par. Den andra har titeln Offer till Venus och tillhör också Nationalmuseum.","Backanal på Andros","Peter Paul Rubens","Olja på duk","Mått 200 x 215 cm","NM 600",1630,17603
"Religion/Mytologi,flamländsk,man,nederländsk,man",1600,"De tre gracerna, ett slags glädjens gudinnor, var i den grekiska mytologin döttrar till Zeus och Eurynome. De var ett vanligt motiv i konsten och Rubens  – en av barockens mest kända målare –   återvände till det flera gånger. Här lyfter gracerna i en gemensam kraftansträngning en blomsterkorg. Konstnären koncentrerar sig dock inte på den mytologiska berättelsen utan på att framställa de kvinnliga kropparnas former och rörelser. Den nakna huden framstår som varm och levande inför betraktarens ögon.","De tre gracerna","Peter Paul Rubens (Konstnär), Jan Brueghel d.y. (Konstnär)","Olja på duk","Mått 111 x 64 cm","NM 601",1618,17604
"Religion/Mytologi,flamländsk,man",1600,"Ett av Rubens favoritmotiv var berättelsen om Susanna i Babylon och gubbarna som smyger sig på henne när hon badar. När hon fylld av skräck står emot deras närmanden anmäler de henne för äktenskapsbrott, men profeten Daniel bevisar hennes oskuld. Samtidigt som Susannas dygd lyfts fram som ett ideal, gav motivet konstnären en förevändning att visa den nakna kvinnans glänsande hud, modellerad med hjälp tunna, genomlysliga skikt av rosa och grå färg.","Susanna och gubbarna","Peter Paul Rubens","Olja på ek","Mått 66 x 51 cm","NM 603",1614,17606
"Landskap,svensk,man",1860,,"Stranden vid Luc, Frankrike","Carl Fredrik Hill","Olja på duk","Mått 46,5 x 61,5 cm","NM 6065",1876,23115
"Religion/Mytologi,flamländsk,man",1620,"Rubens var en bildad konstnär som ibland tog sig an ovanliga ämnen ur den antika mytologin. I den här oljeskissen är det en episod ur Ovidius Metamorfoser som skildras. Gudinnan Minerva har anförtrott tre systrar en korg med ett barn att ta hand om. Men de får inte öppna korgen. Rubens fokuserar på deras reaktioner när de ändå lyfter på locket och upptäcker att barnet har ormben. Kråkan (på fontänens kant) skvallrar och de straffas med galenskap.","Cecrops döttrar finner Erichtonius","Peter Paul Rubens","Olja på ek","Mått 31 x 33 cm","NM 607",1630,17610
"Religion/Mytologi,italiensk,man,italiensk",1600,"Se beskrivning i den engelska versionen.","Josefs dröm","Giovanni Battista Pace (Konstnär), Okänd (Tidigare attribution)","Olja på duk","Mått 61 x 74 cm","NM 61",1600,19055
"Religion/Mytologi,spansk,man",1620,"Hieronymus (ca 347-420) skildras som ålderstigen botgörare i begrundan av Kristi passion, här symboliserad av korset. Han lyssnar till trumpeten som tillkännager den yttersta domen. En ljusstråle ovanifrån framhäver skoningslöst hans åldrade hud och grånade skägg. Skickligt avbildas de perspektiviskt förkortade volymerna med slitna band intill kraniets förgänglighetsmotiv. Böckerna syftar såväl på helgonets översättning av Bibeln till latin, som på beständigheten i Guds ord.","Den helige Hieronymus botgörande","Francisco Collantes","Olja på duk","Mått 132,5 x 102,5 cm","NM 6140",1630,23190
"Porträtt,svensk,man",1920,,Banarbetare,"Helmer Osslund","Olja på smörpapper monterad på papp","Mått 45,5 x 31,5 cm","NM 6142",1920,23192
"Landskap,svensk,man",1860,,Grusbacke,"Carl Fredrik Hill","Olja på duk","Mått 64 x 81 cm","NM 6157",1876,23207
"Stadsbild,dansk,man",1900,,"Slottskyrkan i Köpenhamn","Vilhelm Hammershøi","Olja på duk","Mått 67 x 70 cm","NM 6167",1910,23216
"Landskap,svensk,man",1880,,Solnedgång,"August Strindberg","Olja på papp","Mått 23,5 x 32 cm","NM 6168",1892,23217
"Landskap,svensk,man",1880,,"Stormigt hav. Slätprick.","August Strindberg","Olja på  papp","Mått 31 x 19 cm","NM 6174",1892,23223
"Landskap,svensk,man",1880,,"Stormigt hav. Ruskprick","August Strindberg","Olja på papp 


","Mått 31 x 19,5 cm","NM 6175",1892,23224
"Barn,amerikansk,man",1760,"Gilbert Stuart föddes i Rhode Island då det var en brittisk koloni. Han blev den unga nationen USA:s mest framstående porträttkonstnär. Trots en långsam arbetsprocess var han mycket produktiv. Flera verk är oavslutade, bland dem hans allra mest kända av George Washington. Porträtten präglas av empati och insiktsfull skärpa. Förutom i Amerika, verkade Stuart i Skottland och England, där han utförde målningen av mrs Blades och hennes dotter.","Mrs. Blades och hennes dotter","Gilbert Stuart","Olja på duk","Mått 74 x 59 cm","NM 6178",1775,23227
"Religion/Mytologi,nederländsk",1460,"Medeltidens kvinnoideal och dygder såsom ödmjukhet återspeglas i bilden av Maria ammande sin nyfödde son, ett motiv från den bysantinska konsten. Intresset för naturen förenas med traditionell kristen symbolik – Jesusbarnets äpple syftar på den förbjudna frukten från kunskapens träd, den inhägnade trädgården symboliserar såväl Marias jungfruliga renhet som det förlorade Paradiset som Guds son återvunnit genom sitt människoblivande.","Madonnan med barnet","Mästaren till Katarinalegenden","Olja på trä","Mått 44 x 32 cm","NM 6179",1470,23228
"Landskap,holländsk,man",1640,"Landskapsmotiv efterfrågades av det konstintresserade borgerskapet i 1600-talets Holland. Jakob Isaackszoon van Ruisdael blev en av de mest framgångsrika på området. I den här vyn över staden Egmont har han ägnat sig åt ett avancerat ljus- och skuggspel. Staden ligger i skugga under molnen, men anstränger man blicken framträder den ändå i sin detaljrikedom. Ljuset i målningen är koncentrerat till ett litet område i förgrunden, som för att uppmärksamma oss på figurerna i vägkanten.","Utsikt över Egmond aan Zee","Jacob Isaackszoon van Ruisdael","Olja på ek","Mått 31 x 35 cm","NM 618",1646,17621
",svensk,man",1880,,"Flickan från Skottland","Helmer Osslund","Olja på papper monterad på papp","Mått 42 x 28 cm","NM 6198",1895,23247
"Porträtt,dansk,man",1820,,"Fröken Ida Vilhelmine (Augusta) Trock","Jørgen Roed","Olja på duk","Mått 35,5 x 27,5 cm","NM 6230",1835,23279
"Porträtt,dansk,man",1820,,"Överste von Darcheus","Jørgen Roed","Olja på duk","Mått 32,5 x 26,5 cm","NM 6231",1834,23280
"Barn,svensk,man",1880,,Varpakastare,"Bruno Liljefors","Olja på duk","Mått 120 x 148 cm","NM 6232",1888,23281
"Porträtt,svensk,man",1900,,"Konstnärens hustru Eva","Ivar Arosenius","Olja på duk","Mått 56 x 41 cm","NM 6235",1906,23284
"Porträtt,svensk,man",1880,,"Fröken Anna Heyman, gift Bagge","Ernst Josephson","Olja på duk","Mått 101 x 81,5 cm","NM 6274",1880,23323
"Landskap,svensk,man",1840,,"Landskap med jägare","Wilhelm von Mörner","Olja på duk","Mått 49 x 70 cm","NM 6289",1852,23338
",holländsk,man",1620,"I Matteusevangeliet berättas hur fariséerna frågade Jesus om de borde betala den skatt som utkrävdes av den romerske kejsaren. De försökte lura Jesus att svara på ett sätt som skulle ge såväl kejsaren som judarna, som ogillade skatten, anledning att kritisera honom. Med stadig blick visar Jesus på myntet med kejsarens porträtt samtidigt som han pekar mot himlen. Han svarar att de bör skilja på materiella och andliga ting: ”Ge då kejsaren det som tillhör kejsaren, och Gud vad Gud tillhör",Skattepenningen,"Jacob Adriaensz. Backer","Olja på duk","Mått 139 x 159 cm","NM 631",1630,17634
",svensk,man",1840,,"Storm på havet","Marcus Larson","Olja på duk","Mått 88,5 x 127 cm","NM 6336",1857,23385
"Porträtt,fransk,man",1860,"Denna målning är ett av de många porträtt Cézanne utförde av sin hustru Hortense Fiquet. De hade träffats 1869, när hon arbetade som modell. Deras son föddes 1872, men de gifte sig först 1886 – Cézanne oroade sig länge för sin fars reaktion. Cézanne daterade sällan sina målningar. Men bakgrundens gulaktiga tapet med sitt karaktäristiska blå mönster har i det här fallet gjort det möjligt att tidsbestämma porträttet. Just denna tapet fanns nämligen i den Parislägenhet som paret hyrde under en kort period 1877.","Porträtt av konstnärens hustru","Paul Cézanne","Olja på duk","Mått 59,5 x 49,5 cm","NM 6348",1877,23397
"Djur,fransk,man",1840,"Ett kaos av färg och rörelse i ögonblicket innan de attackerande lejonen spetsas av svärd och spjut. Delacroix sa själv att han ville skapa en ”fest för ögat” samtidigt som han ville skildra människans komplicerade relation till naturen. Efter en längre resa i Nordafrika hade Delacroix goda kunskaper om livet där. Men Lejonjaktens formspråk återger västerländska föreställningar om Nordafrika, det är inte en realistisk skildring.",Lejonjakt,"Eugène Delacroix","Olja på duk","Mått 57 x 74 cm","NM 6350",1855,23399
"Porträtt,svensk,man",1880,,"Regissören Ludvig Josephson","Ernst Josephson","Olja på duk","Mått 137 x 109 cm","NM 6352",1893,23401
"Landskap,svensk,man",1900,"Helmer Osslund är bekant som de norrländska höstlandskapens målare. År 1910 utförde han utsikten över Ångermanälven från Storberget i Nordingrå. Målningen fick en guldmedalj då den ställdes ut på världsutställningen i San Francisco 1915. Osslund återkom senare till motivet och gjorde sammanlagt fem versioner, med olika tillägg och förändringar av färg och motiv. Endast den första versionen var utförd inför motivet – på åtta smörpappersark, senare överförda till duk.","Höstafton, Nordingrå","Helmer Osslund","Olja på  papper på duk monterad på masonit","Mått 66 x 97 cm","NM 6365",1910,23414
"Religion/Mytologi,tysk",1600,"Målningen är en allegori över livets förgänglighet och fåfängan i den mänskliga ambitionen, i konsten och vetenskapen. Här avbildas en rad föremål som symboliserar tidens obönhörliga gång – kranier och benknotor, timglas, böcker och kostbara föremål. Som metaforer med moraliskt och religiöst innehåll uppmanar de betraktaren att iaktta måtta i sinnliga ting och njutningar. I sin virtuosa gestaltning av föremålen, vars volymer framhävs genom starka kontraster mellan ljus och mörker, briljerar konstnären med sin skicklighet att efterlikna verkligheten.",Vanitas,Okänd,"Olja på duk","Mått 85 x 106,5 cm","NM 6367",1600,23416
"Landskap,svensk,man",1900,"Norrland, med fjällnatur och nya nationalparker, var ett populärt motiv vid sekelskiftet. Samtidigt pågick en industriell kolonisering av marken och skogen, framför allt i svenska Sápmi. I och med att landskapet blev nationellt måste det brukas med aktning, som den nyskapade Svenska Turistföreningen visade i sitt upprop ”Känn ditt land”. Helmer Osslund valde i sin tur att skildra landskapet utifrån ett av japanskt måleri inspirerat perspektiv.",Hösten,"Helmer Osslund","Olja på duk","Mått 116 x 202 cm","NM 6371",1907,23420
",svensk,man",1900,,Bränningar,"Karl Nordström","Olja på duk","Mått 70 x 96 cm","NM 6385",1907,23434
"djur, Landskap,svensk,man",1880,,Jägaren,"Bruno Liljefors","Olja på duk","Mått 50 x 40 cm","NM 6412",1891,23461
"Djur,svensk,man",1880,,Räven,"Bruno Liljefors","Olja på duk","Mått 25 x 36 cm","NM 6414",1893,23463
"Porträtt,holländsk,man",1640,"Kvinnan är stramt klädd i svart med stärkt vitt linne i halskragen och i hättan. Detta var det rådande modet för en gift kvinna ur borgerskapet. Hennes status förstärks genom påkostade moderiktiga detaljer, som den mjuka pälsen och handskarna. Konstnären Frans Hals var en uppskattad porträttmålare i Haarlem som utvecklade en egen måleriteknik. Med flyhänta penseldrag kunde han få fram såväl individuella ansiktsdrag som frasande sidentyger.","Okänd kvinna","Frans Hals d.ä.","Olja på duk","Mått 82,6 x 67,3 cm","NM 6421",1643,23470
"Djur,svensk,man",1900,,"Räv med ungar","Bruno Liljefors","Olja på duk","Mått 70 x 100 cm","NM 6427",1912,23476
"Porträtt,holländsk,man",1640,"En piga sitter i ett kök och skalar frukt. Renlighet, huslighet och flit sågs som dygder besläktade med gudfruktighet och kvinnor som utför hushållsarbete var ett omtyckt motiv i bildkonsten. På en undanskymd plats i bakgrunden syns ett älskande par omfamna varandra - en bild av olovlig kärlek som varje dygdig kvinna bör vara vaksam mot.","Köksinteriör med kvinna som skalar frukt","Jan Adriaensz van Staveren","Olja på ek","Mått 53 x 39 cm","NM 644",1650,17647
"Landskap,svensk,man",1800,,"Utsikt över Haga","Carl Johan Fahlcrantz","Olja på duk","Mått 60 x 79,5 cm","NM 6442",1811,23491
"Porträtt,svensk,man",1880,"Axel Borg har placerat Ernst Josephson framför Näcken, ett motiv denne arbetade intensivt med under flera år och utförde i olika versioner.","Ernst Josephson","Axel Borg","Olja på duk","Mått 63,5 x 45,5 cm","NM 6444",1883,23493
"Porträtt,holländsk",1640,,"Man med utväxt på näsan","Monogrammist I.S.","Olja på ek","Mått 48 x 37 cm","NM 645",1645,17648
"Porträtt,holländsk",1640,,"Porträtt av äldre dam","Monogrammist I.S.","Olja på ek","Mått 46 x 39 cm","NM 646",1643,17649
",nederländsk,man,flamländsk,man",1600,,"Interiör av barockkyrka","Bartholomeus van Bassen (Konstnär), Hendrick van Steenwyck d.ä. (Tidigare attribution)","Olja på trä","Mått 47 x 70 cm","NM 648",1602,17651
"Barn,svensk,man",1880,"Vintermotiven spelar en stor roll i Bruno Liljefors bildvärld. Snötäckta landskap med fåglar, rävar eller ensamma jägare återkommer i olika varianter genom hela hans konstnärskap. Hans känsliga studier av årstidernas växlingar hade ett alldeles särskilt syfte – att med största realism skildra djurens samspel med sin naturliga miljö. Mer ovanlig i Liljefors produktion är målningen Kälkbacksåkning från 1882. Här är det för ovanlighetens skull lekande barn, och inte vilda djur, som uppfyller snölandskapet.",Kälkbacksåkning,"Bruno Liljefors","Olja på duk","Mått 50 x 61 cm","NM 6504",1882,23553
"Porträtt,svensk,kvinna",1860,,"Jane Gertrude Somers (1843-1884), g.m. grosshandlare Carl Fredrik Cederlund","Amalia Lindegren","Olja på duk","Mått 129,5 x 99 cm","NM 6509",1869,23558
"Scen,flamländsk,man",1620,"Se även beskrivning i den engelska versionen","Värdshusscen med piprökare","David Teniers d.y.","Olja på ek","Mått 41,1 x 61,3 x 1 cm","NM 653",1633,17656
"Scen,flamländsk,man",1660,"Se även beskrivning i den engelska versionen","Interiör från en ölstuga","David Teniers d.y.","Olja på trä","Mått 47 x 38 cm","NM 654",1661,17657
"Landskap, Scen, Religion/Mytologi,fransk,man",1640,"De upplysta molnen och det varma diset i bakgrunden flankeras av resliga lövträd. Förgrunden med sina diskreta bibliska figurer ligger i skugga, medan ljuset drar in blicken i djupet av landskapet. Denna kompositionsprincip som Claude Lorrain utvecklade under 1600-talet skulle få ett enormt inflytande över det europeiska landskapmåleriet. Hans rofyllda landskap fortsatte att inspirera konstnärer långt in i 1800-talet. Den höga uppskattningen av hans måleri har alltså stått sig genom århundraden.","Landskap med Rebecka som tar avsked av sin fader","Claude Lorrain","Olja på duk","Mått 60,5 x 80 cm","NM 6544",1640,23593
"Landskap,svensk,man",1880,,"Lite vatten, Dalarö","August Strindberg","Olja på papp, uppklistrad på träfiberplatta","Mått 22 x 33 cm","NM 6633",1892,23682
",svensk,man",1880,,"Terrass i Alhambra med påfågel","Hugo Birger","Olja på duk","Mått 102 x 80 cm","NM 6653",1884,23702
"Landskap,svensk,man",1920,,"Räv i vinterlandskap","Bruno Liljefors","Olja på duk","Mått 52 x 75,5 cm","NM 6654",1938,23703
"Religion/Mytologi,italiensk,man",1760,"När Gustav III kom till Florens hösten 1783 konstaterade han att det i Italien bara fanns en enda betydande målare, Pompeo Batoni. Trots detta köpte kungen aldrig något verk av konstnären. Förklaringen var bristen på pengar. Batonis komposition kom långt senare in i museets samlingar. Konstnären lånar här en scen från från Annibale Carraccis berömda fresk i Palazzo Farnese, Rom.","Atis och Galatea","Pompeo Batoni","Olja på duk","Mått 98,5 x 75 cm","NM 6662",1761,23711
"Stilleben,fransk,man",1860,,"Stilleben med grått krus","Jules Dupré","Olja på duk","Mått 43,5 x 51,5 cm","NM 6669",1862,23718
"Landskap,holländsk,man",1640,,"Landskap med sovande herde","Adriaen van de Velde","Olja på ek","Mått 32 x 27 cm","NM 667",1657,17670
",svensk,man",1880,,Nakenstudie,"Anders Zorn","Olja på trä","Mått 24,5 x 31 cm","NM 6676",1891,23725
"Porträtt,svensk,man",1820,"Familjen Lagercrantz sitter samlad med modern Anna Margareta i centrum, fadern Carl Jakob till höger och en lurvig hund under bordet. Även avlidna familjemedlemmar syns: två änglabarn och ett äldre par som välvilligt blickar ned mot sina ättlingar. Gustaf Wilhelm Finnberg har sannolikt inspirerats av 1600-talskonstnären Ehrenstrahl att utföra ett familjeporträtt med två nivåer: de levande i verkligheten och de döda i himlen.","Assessor C.J. Lagercrantz med familj","Gustaf Wilhelm Finnberg","Olja på duk","Mått 134 x 179 cm","NM 6678",1828,23727
"Religion/Mytologi,fransk,man",1640,"Den helige Bruno (ca 1032-1101) grundade kartusianerorden och helgonförklarades år 1623. Han avbildas försänkt i bön, klädd i kartusianernas vita dräkt. Platsen är helgonets ensliga tillflyktsort nära Grenoble, senare det första kartusianerklostret. Omgiven av en förnimbar atmosfär står hans massiva kropp och känsligt modellerade ansikte i skarp relief mot den mörka bakgrunden. Den strama bilden speglar ett ordensliv präglat av kontemplation under tystnad och sträng askes.","St Bruno","Philippe de Champaigne","Olja på duk","Mått 90 x 78 cm","NM 6688",1653,23737
"Landskap,norsk,man",1840,,"Fjällparti med fors, Norge","Johan Christian Dahl","Olja på duk","Mått 55 x 82 cm","NM 6689",1848,23738
"Landskap,norsk,man",1880,,"Landskap från Meudon, Frankrike","Eilif Peterssen","Olja på duk","Mått 38,5 x 46,5 cm","NM 6692",1884,23741
"Landskap,svensk,man",1880,,"Torget, Concarneau","Johan Ericson","Olja på trä","Mått 37,5 x 55 cm","NM 6705",1880,23754
"Djur,svensk,man",1760,"Detta porträtt utförde Krafft sannolikt under sin andra vistelse i Bayreuth i mitten av 1760-talet. Han var nu efterfrågad som porträttmålare i staden, kanske i synnerhet för sina naturliga och rättframma barnporträtt. Troligen är detta en flicka från stadens övre borgarklass. Hon avbildas med en domherre som hon tycks vara fäst vid, och hon håller fågelns bur tätt intill sig i ett fast grepp.","Flicka med domherre i bur","Per Krafft d.ä.","Olja på duk","Mått 53 x 41,5 cm","NM 6706",1766,23755
"Porträtt,italiensk,man",1600,"Fantasiporträttet av en antik poet utfördes vid hovet i Mantua som del av en serie om nio berömda poeter. Inspirerad av Caravaggio valde Fetti som sin modell en man av folket, avbildad utan idealisering och med en stark kroppslig närvarokänsla. Poeten porträtteras som en mogen man med väderbitet ansikte och ett inåtvänt uttryck. Hans nakna hjässa pryds av en lagerkrans, sedan antiken en utmärkelse förbehållen såväl segerherre som poet. Ljuset koncentreras till mannens känsligt modellerade ansikte och de kraftiga händerna. Fetti bjuder betraktaren en djupt mänsklig bild av den inspirerade poeten under den opolerade ytan.","En antik poet","Domenico Fetti","Olja på duk monterad på papp","Mått 140 x 110 cm","NM 6708",1618,23757
"Landskap,svensk,kvinna",1980,,"Skånsk bondgård","Erika Jonn","Olja på duk","Mått 48 x 68 cm","NM 6712",1991,23761
"Religion/Mytologi,nederländsk,man",1580,,"Venus och Vulcanus","Cornelis Cornelisz. van Harlem","Olja på duk","Mått 181 x 207 cm","NM 6721",1590,23770
"Porträtt,norsk,man",1880,,"Damer vid ett blomsterbord","Wilhelm Otto Peters","Olja på duk","Mått 96 x 142 cm","NM 6725",1894,23774
",fransk,man",1760,"Jean-Baptiste Le Prince reste till Ryssland 1756. Där målade han bland annat pittoreska motiv från landsbygden. Dräkterna som personerna vid värdshuset bär är typiska för olika folkgrupper, exempelvis tartarer, ryssar, kosacker, finländare, turkar och georgier. Skisser som han gjorde utförda i Ryssland använde han även som grund till målningar efter hemkomsten till Paris 1763. Målningen visades på Salongen i Paris 1769.","Ett utvärdshus, ""kaback"", utanför Moskva","Jean-Baptiste Le Prince","Olja på duk","Mått 97 x 146 cm","NM 6727",1767,23776
"Porträtt,schweizisk,kvinna",1780,,"Friherre Gustaf Adolf Reuterholm (1756-1813)","Angelica Kauffmann","Olja på duk","Mått 137 x 108 cm","NM 6728",1792,23777
"Landskap,svensk,man",1860,,"Saggat-träsk, Kvikkjokk","Per Daniel Holm","Olja på duk","Mått 40 x 56 cm","NM 6729",1861,23778
"Stadsbild,svensk,man",1880,,"Midsommarfest i metallstaden","J.A.G. Acke (eg. Johan Axel Gustaf Andersson)","Olja på duk","Mått 116,5 x 230 cm","NM 6735",1898,23784
"Porträtt,tysk,man,tysk",1800,,"Porträtt av Friedrich von Matthisson (1761-1831)","Ferdinand Hartmann (Konstnär), Okänd (Tidigare attribution)","Olja på duk","Mått 51,5 x 36,5 cm","NM 6736",1800,23785
"Landskap,flamländsk,man",1600,"Se även beskrivning i den engelska versionen","Landskap med borg","Marten Rijckaert","Olja på koppar","Mått 22 x 25 cm","NM 6737",1614,23786
"Landskap,holländsk,man",1660,,"Skogslandskap med vattenkvarn","Meindert Hobbema","Olja på duk","Mått 99 x 129 cm","NM 6741",1663,23790
",fransk,man",1800,"Historien handlar om den lärde biskopen Fénelon. Han tröstade en fattig bondefamilj, som hade blivit bestulen på sin ko. På väg därifrån fann biskopen kon. Trots att det hade börjat skymma, lämnade han tillbaka den till de tacksamma ägarna. Hersent hade skolats i det klassicistiska historiemåleriet av sin lärare Regnault, men valde ämnen från modernare tid, ofta, som här, av sedelärande slag.","Fénélon återlämnar en stulen ko till en bonde","Louis Hersent","Olja på duk","Mått 97,5 x 109,5 cm","NM 6742",1808,23791
"Landskap,svensk,man",1900,"Liljefors var hela livet fascinerad av den nya naturforskningens teorier. En sådan, bekräftad av modern evolutionsbiologi, var ”den skyddande likheten”. För att undgå upptäckt söker djur instinktivt upp en omgivning där de är svåra att urskilja. Här har konstnären skildrat hur en rapphönskull, ledd av tuppen, uppmärksamt tar sig fram genom tuvmarken. Hönsens spräckliga, rödbruna färgteckning gör dem närmast osynliga i terrängen.","Höstlandskap med rapphöns","Bruno Liljefors","Olja på duk","Mått 70,5 x 99,5 cm","NM 6745",1913,23794
"Porträtt,svensk,man",1880,"Från 1889 hyrde Anders Zorn och hans fru Emma en lägenhet med ateljé i Montmartre – hemmet blev parets fasta adress i åtta år. Zorn etablerade sig snabbt i Paris mycket tack vare personliga kontakter i den parisiska kultureliten, däribland med skådespelaren Coquelin Cadet (1848–1909). Cadet var framförallt känd för sina monologer. Han var även en hängiven konstsamlare. Zorn skildrar honom i yrkesrollen – på en scen inför publik. Skulpturen i bakgrunden kan ses som en referens till hans konstintresse.","Coquelin Cadet","Anders Zorn","Olja på duk","Mått 116,5 x 81,5 cm","NM 6766",1889,23815
"Porträtt,holländsk,man",1660,"En ung man har somnat vid sitt arbetsbord. Omsorgsfullt avbildas förgrundens stilleben med uppstaplade böcker och dess intrikata spel mellan ljus och skugga. Den enda märkvärdiga detaljen i denna alldagliga scen är ynglingens gest. Hans sysslolösa hand är instucken i jackan – traditionellt en symbol för lättjan, en av de sju dödssynderna. Motivet kan därför tolkas som en uppmaning om att rätt bruka vårt korta jordeliv.","Insomnad student","Constantin Verhout","Olja på trä","Mått 38 x 31 cm","NM 677",1663,17680
"Stadsbild,svensk,man",1800,,"Utsikt över Tibern mot Aventinen, Rom","Gustaf Söderberg","Olja på papper monterat på trä","Mått 23,5 x 37 cm","NM 6771",1818,23820
"Landskap,fransk,man",1780,"Bidauld tillhörde pionjärerna bland franska friluftsmålare i Rom med omgivningar. Detta dramatiska klipplandskap från Cività Castellana målade han 1787, under en femårig vistelse i Italien. Liksom för andra konstnärer var oljestudien i sig inte det konstnärliga målet för Bidauld. Den fungerade i första hand som förberedelse för de större och mer tillrättalagda landskap han målade i ateljén.","Klippa vid Cività Castellana","Jean-Joseph-Xavier Bidauld","Olja på papper monterad på duk","Mått 50 x 37,5 cm","NM 6776",1787,23825
"Religion/Mytologi,fransk,man",1640,"Bröderna Kleobis och Biton drog sin mor i en vagn den långa vägen till Heras tempel där hon var prästinna, eftersom det inte fanns några dragdjur. Hon bad gudinnan att hedra sönerna med den främsta gåva gudarna kan skänka. Hera lät dem då dö i sömnen. Berättelsen gav konstnären en förevändning att måla ett vidsträckt landskap med ruiner av antik arkitektur. Sådana landskap var ofta bakgrund för scener med filosofiskt eller religiöst innehåll.","Cleobis och Biton","Thomas Blanchet","Olja på duk","Mått 88 x 130 cm","NM 6780",1648,23829
",nederländsk",1540,,"Skrattande narr",Okänd,"Olja på ek","Mått 47 x 37 cm","NM 6783",1540,23832
"Landskap,svensk,man",1920,,"På väg mot Stora Sjöfallet","Helmer Osslund","Olja på smörpapper monterad på papp","Mått 35,5 x 42 cm","NM 6786",1922,23835
"Landskap,svensk,man",1900,,"Fiskarstugor vid älven. Motiv från Granvåg vid Faxälven","Helmer Osslund","Olja på smörpapper monterad på papp","Mått 41,5 x 67 cm","NM 6787",1917,23836
"Scen,holländsk,man",1600,"Tiggare och krymplingar i trasiga paltor trängs utanför en kyrklig välgörenhetsinrättning där bröd delas ut. Troligen avses ett av bibelns sju barmhärtighetsverk (mätta de hungrande). Men de fattiga är inte avbildade med särskilt mycket sympati – de grälar och stjäl från varandra. Dessa socialt marginaliserade grupper sågs som ett hot mot samhällsordningen. Att skildra dem som dåraktiga och omoraliska var en tradition i det nederländska måleriet.",Allmoseutdelning,"David Vinckboons","Olja på ek","Mått 35 x 53 cm","NM 679",1608,17682
"Porträtt,svensk,man",1880,,"En man som tecknar","Otto Holmström","Olja på duk","Mått 38 x 55 cm","NM 6791",1893,23840
